╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN Multi-Tissue Solid Mechanics Training Pipeline    ║
║  Physics: Neo-Hookean Hyperelastic | GNN: AntisymmetricMP  ║
╚══════════════════════════════════════════════════════════════╝

  GPU: NVIDIA GeForce RTX 5090
  VRAM: 33.7 GB
  PyTorch: 2.8.0+cu128

======================================================================
  TISSUE: BONE | E=10000000 Pa (10000.0 kPa) | ν=0.3
  Beam: 10cm x 2cm x 2cm
  Mesh: 22x7x7 | Device: cuda | Epochs: 3000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 1472 | Tets: 5390 | Edges: 20904
  Params: 161,731

     Ep |         Loss |         E_el |         E_gr |   J_min |  u_tip(mm) |    Err% |        lr
   1050 | -7.552808e-03 | 9.823743e-05 | -7.651045e-03 |  0.9977 |     0.6415 |    8.2% |  7.52e-04
   1075 | -7.553436e-03 | 9.472249e-05 | -7.648159e-03 |  0.9977 |     0.6306 |    9.8% |  7.41e-04
   1100 | -7.553027e-03 | 9.813903e-05 | -7.651166e-03 |  0.9977 |     0.6418 |    8.2% |  7.30e-04
   1125 | -7.551914e-03 | 9.913123e-05 | -7.651045e-03 |  0.9977 |     0.6414 |    8.2% |  7.18e-04
   1150 | -7.554023e-03 | 9.634931e-05 | -7.650373e-03 |  0.9977 |     0.6387 |    8.6% |  7.06e-04
   1175 | -7.552576e-03 | 9.745261e-05 | -7.650029e-03 |  0.9977 |     0.6381 |    8.7% |  6.94e-04
   1200 | -7.552853e-03 | 9.826309e-05 | -7.651116e-03 |  0.9977 |     0.6415 |    8.2% |  6.82e-04
   1225 | -7.553100e-03 | 9.842342e-05 | -7.651524e-03 |  0.9977 |     0.6430 |    8.0% |  6.70e-04
   1250 | -7.553895e-03 | 9.552109e-05 | -7.649416e-03 |  0.9977 |     0.6352 |    9.1% |  6.58e-04
   1275 | -7.553864e-03 | 9.776584e-05 | -7.651630e-03 |  0.9976 |     0.6434 |    8.0% |  6.46e-04
   1300 | -7.553459e-03 | 9.820526e-05 | -7.651664e-03 |  0.9976 |     0.6435 |    7.9% |  6.33e-04
   1325 | -7.552927e-03 | 9.653220e-05 | -7.649459e-03 |  0.9977 |     0.6358 |    9.0% |  6.21e-04
   1350 | -7.554082e-03 | 9.731985e-05 | -7.651402e-03 |  0.9976 |     0.6425 |    8.1% |  6.08e-04
   1375 | -7.553652e-03 | 9.800977e-05 | -7.651662e-03 |  0.9976 |     0.6435 |    7.9% |  5.95e-04
   1400 | -7.553626e-03 | 9.734733e-05 | -7.650973e-03 |  0.9976 |     0.6413 |    8.3% |  5.82e-04
   1425 | -7.552925e-03 | 9.862621e-05 | -7.651551e-03 |  0.9976 |     0.6429 |    8.0% |  5.70e-04
   1450 | -7.553128e-03 | 9.862235e-05 | -7.651750e-03 |  0.9976 |     0.6439 |    7.9% |  5.57e-04
   1475 | -7.553471e-03 | 9.842555e-05 | -7.651896e-03 |  0.9976 |     0.6444 |    7.8% |  5.44e-04
   1500 | -7.552728e-03 | 9.824542e-05 | -7.650973e-03 |  0.9976 |     0.6409 |    8.3% |  5.31e-04
   1525 | -7.553964e-03 | 9.791990e-05 | -7.651884e-03 |  0.9976 |     0.6442 |    7.8% |  5.18e-04
   1550 | -7.554228e-03 | 9.767927e-05 | -7.651907e-03 |  0.9976 |     0.6444 |    7.8% |  5.05e-04
   1575 | -7.553761e-03 | 9.822794e-05 | -7.651989e-03 |  0.9976 |     0.6447 |    7.8% |  4.92e-04
   1600 | -7.553332e-03 | 9.869588e-05 | -7.652028e-03 |  0.9976 |     0.6448 |    7.7% |  4.79e-04
   1625 | -7.554149e-03 | 9.719724e-05 | -7.651346e-03 |  0.9976 |     0.6425 |    8.1% |  4.66e-04
   1650 | -7.553650e-03 | 9.836339e-05 | -7.652013e-03 |  0.9976 |     0.6447 |    7.8% |  4.53e-04
   1675 | -7.553413e-03 | 9.864662e-05 | -7.652059e-03 |  0.9976 |     0.6449 |    7.7% |  4.40e-04
   1700 | -7.553498e-03 | 9.858063e-05 | -7.652079e-03 |  0.9976 |     0.6450 |    7.7% |  4.28e-04
   1725 | -7.553575e-03 | 9.852482e-05 | -7.652099e-03 |  0.9976 |     0.6451 |    7.7% |  4.15e-04
   1750 | -7.553626e-03 | 9.849104e-05 | -7.652117e-03 |  0.9976 |     0.6451 |    7.7% |  4.02e-04
   1775 | -7.553478e-03 | 9.865108e-05 | -7.652129e-03 |  0.9976 |     0.6452 |    7.7% |  3.89e-04
   1800 | -7.553528e-03 | 9.861650e-05 | -7.652144e-03 |  0.9976 |     0.6452 |    7.7% |  3.77e-04
   1825 | -7.553480e-03 | 9.867983e-05 | -7.652160e-03 |  0.9976 |     0.6453 |    7.7% |  3.64e-04
   1850 | -7.553160e-03 | 9.901181e-05 | -7.652172e-03 |  0.9976 |     0.6453 |    7.7% |  3.52e-04
   1875 | -7.553477e-03 | 9.870894e-05 | -7.652186e-03 |  0.9976 |     0.6454 |    7.7% |  3.40e-04
   1900 | -7.553584e-03 | 9.861425e-05 | -7.652198e-03 |  0.9976 |     0.6454 |    7.7% |  3.28e-04
   1925 | -7.553605e-03 | 9.860645e-05 | -7.652212e-03 |  0.9976 |     0.6455 |    7.7% |  3.16e-04
   1950 | -7.553523e-03 | 9.870149e-05 | -7.652225e-03 |  0.9976 |     0.6455 |    7.6% |  3.04e-04
   1975 | -7.553846e-03 | 9.839126e-05 | -7.652238e-03 |  0.9976 |     0.6456 |    7.6% |  2.92e-04
   2000 | -7.553897e-03 | 9.835229e-05 | -7.652249e-03 |  0.9976 |     0.6456 |    7.6% |  2.80e-04
   2025 | -7.553833e-03 | 9.842716e-05 | -7.652260e-03 |  0.9976 |     0.6456 |    7.6% |  2.69e-04
   2050 | -7.553648e-03 | 9.862340e-05 | -7.652272e-03 |  0.9976 |     0.6457 |    7.6% |  2.57e-04
   2075 | -7.553626e-03 | 9.865701e-05 | -7.652283e-03 |  0.9976 |     0.6457 |    7.6% |  2.46e-04
   2100 | -7.553472e-03 | 9.882182e-05 | -7.652294e-03 |  0.9976 |     0.6458 |    7.6% |  2.35e-04
   2125 | -7.553563e-03 | 9.874057e-05 | -7.652303e-03 |  0.9976 |     0.6458 |    7.6% |  2.25e-04
   2150 | -7.553557e-03 | 9.875518e-05 | -7.652313e-03 |  0.9976 |     0.6458 |    7.6% |  2.14e-04
   2175 | -7.553868e-03 | 9.845257e-05 | -7.652320e-03 |  0.9976 |     0.6459 |    7.6% |  2.04e-04
   2200 | -7.553519e-03 | 9.881217e-05 | -7.652331e-03 |  0.9976 |     0.6459 |    7.6% |  1.93e-04
   2225 | -7.553662e-03 | 9.867866e-05 | -7.652340e-03 |  0.9976 |     0.6459 |    7.6% |  1.84e-04
   2250 | -7.553471e-03 | 9.887673e-05 | -7.652348e-03 |  0.9976 |     0.6460 |    7.6% |  1.74e-04
   2275 | -7.553786e-03 | 9.857144e-05 | -7.652357e-03 |  0.9976 |     0.6460 |    7.6% |  1.64e-04
   2300 | -7.553949e-03 | 9.841459e-05 | -7.652364e-03 |  0.9976 |     0.6460 |    7.6% |  1.55e-04
   2325 | -7.553863e-03 | 9.850670e-05 | -7.652370e-03 |  0.9976 |     0.6460 |    7.6% |  1.46e-04
   2350 | -7.553862e-03 | 9.851599e-05 | -7.652378e-03 |  0.9976 |     0.6461 |    7.6% |  1.37e-04
   2375 | -7.553434e-03 | 9.895186e-05 | -7.652386e-03 |  0.9976 |     0.6461 |    7.6% |  1.29e-04
   2400 | -7.553649e-03 | 9.874317e-05 | -7.652392e-03 |  0.9976 |     0.6461 |    7.6% |  1.20e-04
   2425 | -7.553775e-03 | 9.862082e-05 | -7.652396e-03 |  0.9976 |     0.6461 |    7.6% |  1.12e-04
   2450 | -7.553617e-03 | 9.878651e-05 | -7.652403e-03 |  0.9976 |     0.6461 |    7.6% |  1.05e-04
   2475 | -7.553587e-03 | 9.882086e-05 | -7.652408e-03 |  0.9976 |     0.6462 |    7.6% |  9.71e-05
   2500 | -7.553366e-03 | 9.904861e-05 | -7.652415e-03 |  0.9976 |     0.6462 |    7.6% |  8.99e-05
   2525 | -7.553312e-03 | 9.910697e-05 | -7.652419e-03 |  0.9976 |     0.6462 |    7.5% |  8.29e-05
   2550 | -7.553647e-03 | 9.877508e-05 | -7.652422e-03 |  0.9976 |     0.6462 |    7.5% |  7.63e-05
   2575 | -7.553436e-03 | 9.899090e-05 | -7.652427e-03 |  0.9976 |     0.6462 |    7.5% |  7.00e-05
   2600 | -7.553385e-03 | 9.904498e-05 | -7.652430e-03 |  0.9976 |     0.6462 |    7.5% |  6.40e-05
   2625 | -7.553563e-03 | 9.887072e-05 | -7.652434e-03 |  0.9976 |     0.6463 |    7.5% |  5.82e-05
   2650 | -7.553362e-03 | 9.907591e-05 | -7.652438e-03 |  0.9976 |     0.6463 |    7.5% |  5.28e-05
   2675 | -7.553493e-03 | 9.894800e-05 | -7.652441e-03 |  0.9976 |     0.6463 |    7.5% |  4.77e-05
   2700 | -7.553583e-03 | 9.886011e-05 | -7.652443e-03 |  0.9976 |     0.6463 |    7.5% |  4.29e-05
   2725 | -7.553421e-03 | 9.902556e-05 | -7.652447e-03 |  0.9976 |     0.6463 |    7.5% |  3.84e-05
   2750 | -7.553457e-03 | 9.899180e-05 | -7.652448e-03 |  0.9976 |     0.6463 |    7.5% |  3.42e-05
   2775 | -7.553289e-03 | 9.916318e-05 | -7.652452e-03 |  0.9976 |     0.6463 |    7.5% |  3.04e-05
   2800 | -7.553412e-03 | 9.904103e-05 | -7.652453e-03 |  0.9976 |     0.6463 |    7.5% |  2.69e-05
   2825 | -7.553383e-03 | 9.907140e-05 | -7.652455e-03 |  0.9976 |     0.6463 |    7.5% |  2.37e-05
   2850 | -7.553465e-03 | 9.899154e-05 | -7.652456e-03 |  0.9976 |     0.6463 |    7.5% |  2.08e-05
   2875 | -7.553460e-03 | 9.899619e-05 | -7.652456e-03 |  0.9976 |     0.6463 |    7.5% |  1.83e-05
   2900 | -7.553425e-03 | 9.903294e-05 | -7.652458e-03 |  0.9976 |     0.6463 |    7.5% |  1.61e-05
   2925 | -7.553588e-03 | 9.887200e-05 | -7.652460e-03 |  0.9976 |     0.6464 |    7.5% |  1.42e-05
   2950 | -7.553418e-03 | 9.904370e-05 | -7.652462e-03 |  0.9976 |     0.6464 |    7.5% |  1.27e-05
   2975 | -7.553493e-03 | 9.896938e-05 | -7.652462e-03 |  0.9976 |     0.6464 |    7.5% |  1.15e-05
   3000 | -7.553447e-03 | 9.901704e-05 | -7.652463e-03 |  0.9976 |     0.6464 |    7.5% |  1.07e-05

  ======================================================================
  ✅ BONE COMPLETE
  Best error: 7.53% (epoch 3000) | Best loss: -7.554516e-03 (epoch 1148)
  Tip displacement: 0.6464 mm (expected: 0.6990 mm)
  Relative error: 7.53%
  J range: [0.997574, 1.002432]
  Training time: 101.9s (1.7min)
  ======================================================================

