╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 0.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: BONE (BARRIER ABLATION, k_E=0.0) | E=10000000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 2000
  Expected tip δ: 0.6990 mm | Scale: 6.99e-04
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    450 | -7.542517e-03 |  0.9980 |       0 |     0.5613 |  9.05e-04
    475 | -7.543529e-03 |  0.9980 |       0 |     0.5718 |  8.94e-04
    500 | -7.543673e-03 |  0.9980 |       0 |     0.5698 |  8.81e-04
    525 | -7.543450e-03 |  0.9981 |       0 |     0.5752 |  8.68e-04
    550 | -7.542839e-03 |  0.9980 |       0 |     0.5753 |  8.55e-04
    575 | -7.543326e-03 |  0.9980 |       0 |     0.5705 |  8.41e-04
    600 | -7.544410e-03 |  0.9981 |       0 |     0.5773 |  8.26e-04
    625 | -7.543598e-03 |  0.9980 |       0 |     0.5779 |  8.11e-04
    650 | -7.541826e-03 |  0.9980 |       0 |     0.5742 |  7.96e-04
    675 | -7.544264e-03 |  0.9981 |       0 |     0.5780 |  7.80e-04
    700 | -7.544694e-03 |  0.9981 |       0 |     0.5720 |  7.64e-04
    725 | -7.544730e-03 |  0.9980 |       0 |     0.5799 |  7.47e-04
    750 | -7.544240e-03 |  0.9980 |       0 |     0.5773 |  7.30e-04
    775 | -7.545032e-03 |  0.9981 |       0 |     0.5820 |  7.12e-04
    800 | -7.545075e-03 |  0.9981 |       0 |     0.5804 |  6.94e-04
    825 | -7.544881e-03 |  0.9980 |       0 |     0.5826 |  6.76e-04
    850 | -7.544855e-03 |  0.9980 |       0 |     0.5846 |  6.58e-04
    875 | -7.544255e-03 |  0.9981 |       0 |     0.5578 |  6.39e-04
    900 | -7.544358e-03 |  0.9981 |       0 |     0.5810 |  6.21e-04
    925 | -7.544950e-03 |  0.9980 |       0 |     0.5846 |  6.02e-04
    950 | -7.545062e-03 |  0.9980 |       0 |     0.5857 |  5.82e-04
    975 | -7.544992e-03 |  0.9980 |       0 |     0.5861 |  5.63e-04
   1000 | -7.544815e-03 |  0.9980 |       0 |     0.5864 |  5.44e-04
   1025 | -7.545053e-03 |  0.9980 |       0 |     0.5867 |  5.24e-04
   1050 | -7.544421e-03 |  0.9980 |       0 |     0.5869 |  5.05e-04
   1075 | -7.544896e-03 |  0.9980 |       0 |     0.5871 |  4.86e-04
   1100 | -7.545250e-03 |  0.9980 |       0 |     0.5873 |  4.66e-04
   1125 | -7.544385e-03 |  0.9980 |       0 |     0.5875 |  4.47e-04
   1150 | -7.544977e-03 |  0.9980 |       0 |     0.5877 |  4.28e-04
   1175 | -7.544944e-03 |  0.9980 |       0 |     0.5879 |  4.08e-04
   1200 | -7.545302e-03 |  0.9980 |       0 |     0.5880 |  3.89e-04
   1225 | -7.544886e-03 |  0.9980 |       0 |     0.5882 |  3.71e-04
   1250 | -7.545070e-03 |  0.9980 |       0 |     0.5883 |  3.52e-04
   1275 | -7.545373e-03 |  0.9980 |       0 |     0.5885 |  3.34e-04
   1300 | -7.544754e-03 |  0.9980 |       0 |     0.5886 |  3.16e-04
   1325 | -7.544725e-03 |  0.9980 |       0 |     0.5887 |  2.98e-04
   1350 | -7.544673e-03 |  0.9980 |       0 |     0.5888 |  2.80e-04
   1375 | -7.545003e-03 |  0.9980 |       0 |     0.5889 |  2.63e-04
   1400 | -7.544951e-03 |  0.9980 |       0 |     0.5890 |  2.46e-04
   1425 | -7.544916e-03 |  0.9980 |       0 |     0.5891 |  2.30e-04
   1450 | -7.545030e-03 |  0.9980 |       0 |     0.5892 |  2.14e-04
   1475 | -7.544762e-03 |  0.9980 |       0 |     0.5893 |  1.99e-04
   1500 | -7.544873e-03 |  0.9980 |       0 |     0.5893 |  1.84e-04
   1525 | -7.545004e-03 |  0.9980 |       0 |     0.5894 |  1.69e-04
   1550 | -7.545269e-03 |  0.9980 |       0 |     0.5895 |  1.55e-04
   1575 | -7.545223e-03 |  0.9980 |       0 |     0.5895 |  1.42e-04
   1600 | -7.544992e-03 |  0.9980 |       0 |     0.5896 |  1.29e-04
   1625 | -7.545413e-03 |  0.9980 |       0 |     0.5896 |  1.16e-04
   1650 | -7.545288e-03 |  0.9980 |       0 |     0.5897 |  1.05e-04
   1675 | -7.545266e-03 |  0.9980 |       0 |     0.5897 |  9.34e-05
   1700 | -7.544607e-03 |  0.9980 |       0 |     0.5897 |  8.29e-05
   1725 | -7.545179e-03 |  0.9980 |       0 |     0.5898 |  7.31e-05
   1750 | -7.545428e-03 |  0.9980 |       0 |     0.5898 |  6.40e-05
   1775 | -7.545087e-03 |  0.9980 |       0 |     0.5898 |  5.55e-05
   1800 | -7.544569e-03 |  0.9980 |       0 |     0.5898 |  4.77e-05
   1825 | -7.545244e-03 |  0.9980 |       0 |     0.5899 |  4.06e-05
   1850 | -7.544849e-03 |  0.9980 |       0 |     0.5899 |  3.42e-05
   1875 | -7.545242e-03 |  0.9980 |       0 |     0.5899 |  2.86e-05
   1900 | -7.545202e-03 |  0.9980 |       0 |     0.5899 |  2.37e-05
   1925 | -7.545516e-03 |  0.9980 |       0 |     0.5899 |  1.95e-05
   1950 | -7.544869e-03 |  0.9980 |       0 |     0.5899 |  1.61e-05
   1975 | -7.544807e-03 |  0.9980 |       0 |     0.5899 |  1.34e-05
   2000 | -7.544809e-03 |  0.9980 |       0 |     0.5899 |  1.15e-05

  ======================================================================
  ✅ BONE (barrier_coef=0.0) COMPLETE
  Best loss: -7.546152e-03 (epoch 1596)
  Tip: 0.5896 mm (expected: 0.6990 mm)  Err: 15.65%
  n_inverted: final=0, max_during_training=0
  Training time: 77.7s (1.3min)
  ======================================================================

