╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=100.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
    750 | -4.928872e-03 |  0.9769 |       0 |     6.9025 |  8.73e-04
    775 | -4.916552e-03 |  0.9768 |       0 |     6.8997 |  8.64e-04
    800 | -4.928719e-03 |  0.9776 |       0 |     6.8567 |  8.55e-04
    825 | -4.929074e-03 |  0.9775 |       0 |     6.8908 |  8.46e-04
    850 | -4.899815e-03 |  0.9766 |       0 |     6.8435 |  8.36e-04
    875 | -4.927239e-03 |  0.9770 |       0 |     6.8941 |  8.26e-04
    900 | -4.928702e-03 |  0.9774 |       0 |     6.9040 |  8.17e-04
    925 | -4.923367e-03 |  0.9772 |       0 |     6.9157 |  8.06e-04
    950 | -4.926001e-03 |  0.9776 |       0 |     6.8899 |  7.96e-04
    975 | -4.927976e-03 |  0.9775 |       0 |     6.8855 |  7.85e-04
   1000 | -4.922050e-03 |  0.9777 |       0 |     6.8692 |  7.75e-04
   1025 | -4.930656e-03 |  0.9773 |       0 |     6.9000 |  7.64e-04
   1050 | -4.930290e-03 |  0.9774 |       0 |     6.8679 |  7.52e-04
   1075 | -4.929706e-03 |  0.9772 |       0 |     6.9318 |  7.41e-04
   1100 | -4.922617e-03 |  0.9770 |       0 |     6.8995 |  7.30e-04
   1125 | -4.930680e-03 |  0.9773 |       0 |     6.9022 |  7.18e-04
   1150 | -4.929848e-03 |  0.9772 |       0 |     6.9042 |  7.06e-04
   1175 | -4.927224e-03 |  0.9770 |       0 |     6.9137 |  6.94e-04
   1200 | -4.928737e-03 |  0.9771 |       0 |     6.9245 |  6.82e-04
   1225 | -4.930528e-03 |  0.9772 |       0 |     6.9318 |  6.70e-04
   1250 | -4.928926e-03 |  0.9775 |       0 |     6.8973 |  6.58e-04
   1275 | -4.930469e-03 |  0.9773 |       0 |     6.9200 |  6.46e-04
   1300 | -4.930893e-03 |  0.9772 |       0 |     6.9323 |  6.33e-04
   1325 | -4.930547e-03 |  0.9772 |       0 |     6.9337 |  6.21e-04
   1350 | -4.930231e-03 |  0.9773 |       0 |     6.9049 |  6.08e-04
   1375 | -4.930662e-03 |  0.9772 |       0 |     6.9359 |  5.95e-04
   1400 | -4.930684e-03 |  0.9772 |       0 |     6.9334 |  5.82e-04
   1425 | -4.930902e-03 |  0.9772 |       0 |     6.9337 |  5.70e-04
   1450 | -4.930914e-03 |  0.9772 |       0 |     6.9347 |  5.57e-04
   1475 | -4.930960e-03 |  0.9772 |       0 |     6.9348 |  5.44e-04
   1500 | -4.930982e-03 |  0.9772 |       0 |     6.9352 |  5.31e-04
   1525 | -4.930979e-03 |  0.9772 |       0 |     6.9354 |  5.18e-04
   1550 | -4.930997e-03 |  0.9772 |       0 |     6.9356 |  5.05e-04
   1575 | -4.931001e-03 |  0.9772 |       0 |     6.9358 |  4.92e-04
   1600 | -4.930978e-03 |  0.9772 |       0 |     6.9360 |  4.79e-04
   1625 | -4.931031e-03 |  0.9772 |       0 |     6.9362 |  4.66e-04
   1650 | -4.931006e-03 |  0.9772 |       0 |     6.9364 |  4.53e-04
   1675 | -4.930987e-03 |  0.9772 |       0 |     6.9365 |  4.40e-04
   1700 | -4.931008e-03 |  0.9772 |       0 |     6.9367 |  4.28e-04
   1725 | -4.931007e-03 |  0.9772 |       0 |     6.9369 |  4.15e-04
   1750 | -4.931030e-03 |  0.9772 |       0 |     6.9370 |  4.02e-04
   1775 | -4.931047e-03 |  0.9772 |       0 |     6.9372 |  3.89e-04
   1800 | -4.931055e-03 |  0.9772 |       0 |     6.9373 |  3.77e-04
   1825 | -4.931060e-03 |  0.9772 |       0 |     6.9374 |  3.64e-04
   1850 | -4.931060e-03 |  0.9772 |       0 |     6.9376 |  3.52e-04
   1875 | -4.931065e-03 |  0.9772 |       0 |     6.9377 |  3.40e-04
   1900 | -4.931086e-03 |  0.9772 |       0 |     6.9378 |  3.28e-04
   1925 | -4.931068e-03 |  0.9772 |       0 |     6.9380 |  3.16e-04
   1950 | -4.931087e-03 |  0.9772 |       0 |     6.9381 |  3.04e-04
   1975 | -4.931094e-03 |  0.9772 |       0 |     6.9382 |  2.92e-04
   2000 | -4.931103e-03 |  0.9772 |       0 |     6.9383 |  2.80e-04
   2025 | -4.931142e-03 |  0.9772 |       0 |     6.9384 |  2.69e-04
   2050 | -4.931084e-03 |  0.9772 |       0 |     6.9385 |  2.57e-04
   2075 | -4.931131e-03 |  0.9772 |       0 |     6.9386 |  2.46e-04
   2100 | -4.931103e-03 |  0.9772 |       0 |     6.9387 |  2.35e-04
   2125 | -4.931149e-03 |  0.9772 |       0 |     6.9388 |  2.25e-04
   2150 | -4.931160e-03 |  0.9772 |       0 |     6.9389 |  2.14e-04
   2175 | -4.931167e-03 |  0.9772 |       0 |     6.9390 |  2.04e-04
   2200 | -4.931192e-03 |  0.9772 |       0 |     6.9390 |  1.93e-04
   2225 | -4.931162e-03 |  0.9772 |       0 |     6.9391 |  1.84e-04
   2250 | -4.931153e-03 |  0.9772 |       0 |     6.9392 |  1.74e-04
   2275 | -4.931123e-03 |  0.9772 |       0 |     6.9393 |  1.64e-04
   2300 | -4.931153e-03 |  0.9772 |       0 |     6.9393 |  1.55e-04
   2325 | -4.931139e-03 |  0.9772 |       0 |     6.9394 |  1.46e-04
   2350 | -4.931170e-03 |  0.9772 |       0 |     6.9395 |  1.37e-04
   2375 | -4.931143e-03 |  0.9772 |       0 |     6.9395 |  1.29e-04
   2400 | -4.931146e-03 |  0.9772 |       0 |     6.9396 |  1.20e-04
   2425 | -4.931135e-03 |  0.9772 |       0 |     6.9396 |  1.12e-04
   2450 | -4.931168e-03 |  0.9772 |       0 |     6.9397 |  1.05e-04
   2475 | -4.931166e-03 |  0.9772 |       0 |     6.9397 |  9.71e-05
   2500 | -4.931177e-03 |  0.9772 |       0 |     6.9398 |  8.99e-05
   2525 | -4.931170e-03 |  0.9772 |       0 |     6.9398 |  8.29e-05
   2550 | -4.931170e-03 |  0.9772 |       0 |     6.9398 |  7.63e-05
   2575 | -4.931165e-03 |  0.9772 |       0 |     6.9399 |  7.00e-05
   2600 | -4.931153e-03 |  0.9772 |       0 |     6.9399 |  6.40e-05
   2625 | -4.931177e-03 |  0.9772 |       0 |     6.9399 |  5.82e-05
   2650 | -4.931201e-03 |  0.9772 |       0 |     6.9400 |  5.28e-05
   2675 | -4.931163e-03 |  0.9772 |       0 |     6.9400 |  4.77e-05
   2700 | -4.931168e-03 |  0.9772 |       0 |     6.9400 |  4.29e-05
   2725 | -4.931189e-03 |  0.9772 |       0 |     6.9400 |  3.84e-05
   2750 | -4.931174e-03 |  0.9772 |       0 |     6.9401 |  3.42e-05
   2775 | -4.931167e-03 |  0.9772 |       0 |     6.9401 |  3.04e-05
   2800 | -4.931184e-03 |  0.9772 |       0 |     6.9401 |  2.69e-05
   2825 | -4.931177e-03 |  0.9772 |       0 |     6.9401 |  2.37e-05
   2850 | -4.931176e-03 |  0.9772 |       0 |     6.9401 |  2.08e-05
   2875 | -4.931157e-03 |  0.9772 |       0 |     6.9401 |  1.83e-05
   2900 | -4.931174e-03 |  0.9772 |       0 |     6.9401 |  1.61e-05
   2925 | -4.931170e-03 |  0.9772 |       0 |     6.9402 |  1.42e-05
   2950 | -4.931161e-03 |  0.9772 |       0 |     6.9402 |  1.27e-05
   2975 | -4.931176e-03 |  0.9772 |       0 |     6.9402 |  1.15e-05
   3000 | -4.931169e-03 |  0.9772 |       0 |     6.9402 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (barrier_coef=100.0) COMPLETE
  Best loss: -4.931223e-03 (epoch 2619)
  Tip: 6.9399 mm (expected: 8.0932 mm)  Err: 14.25%
  n_inverted: final=0, max_during_training=0
  Training time: 101.7s (1.7min)
  ======================================================================

