╔══════════════════════════════════════════════════════════════╗
║  DPC-GNN — EBC (barrier) ablation                           ║
║  barrier_coef = 100.000                                       ║
╚══════════════════════════════════════════════════════════════╝

======================================================================
  TISSUE: CARTILAGE (BARRIER ABLATION, k_E=100.0) | E=500000 Pa | ν=0.3
  Mesh: 15x4x4 | Device: cuda | Epochs: 3000
  Expected tip δ: 8.0932 mm | Scale: 8.09e-03
======================================================================
  Nodes: 400 | Tets: 1200 | Edges: 4910
  Params: 161,731

     Ep |         Loss |   J_min |   n_inv |  u_tip(mm) |        lr
   1325 | -4.930078e-03 |  0.9772 |       0 |     6.9304 |  6.21e-04
   1350 | -4.930456e-03 |  0.9773 |       0 |     6.9328 |  6.08e-04
   1375 | -4.930940e-03 |  0.9773 |       0 |     6.9328 |  5.95e-04
   1400 | -4.930977e-03 |  0.9773 |       0 |     6.9336 |  5.82e-04
   1425 | -4.931003e-03 |  0.9773 |       0 |     6.9340 |  5.70e-04
   1450 | -4.930892e-03 |  0.9773 |       0 |     6.9340 |  5.57e-04
   1475 | -4.930945e-03 |  0.9773 |       0 |     6.9334 |  5.44e-04
   1500 | -4.931038e-03 |  0.9773 |       0 |     6.9350 |  5.31e-04
   1525 | -4.931048e-03 |  0.9773 |       0 |     6.9351 |  5.18e-04
   1550 | -4.931084e-03 |  0.9773 |       0 |     6.9354 |  5.05e-04
   1575 | -4.931072e-03 |  0.9773 |       0 |     6.9357 |  4.92e-04
   1600 | -4.931094e-03 |  0.9773 |       0 |     6.9359 |  4.79e-04
   1625 | -4.931099e-03 |  0.9773 |       0 |     6.9361 |  4.66e-04
   1650 | -4.931115e-03 |  0.9773 |       0 |     6.9363 |  4.53e-04
   1675 | -4.931148e-03 |  0.9773 |       0 |     6.9365 |  4.40e-04
   1700 | -4.931136e-03 |  0.9773 |       0 |     6.9367 |  4.28e-04
   1725 | -4.931168e-03 |  0.9773 |       0 |     6.9369 |  4.15e-04
   1750 | -4.931182e-03 |  0.9773 |       0 |     6.9370 |  4.02e-04
   1775 | -4.931163e-03 |  0.9773 |       0 |     6.9372 |  3.89e-04
   1800 | -4.931196e-03 |  0.9773 |       0 |     6.9374 |  3.77e-04
   1825 | -4.931210e-03 |  0.9773 |       0 |     6.9375 |  3.64e-04
   1850 | -4.931194e-03 |  0.9773 |       0 |     6.9376 |  3.52e-04
   1875 | -4.931204e-03 |  0.9773 |       0 |     6.9378 |  3.40e-04
   1900 | -4.931207e-03 |  0.9773 |       0 |     6.9379 |  3.28e-04
   1925 | -4.931149e-03 |  0.9773 |       0 |     6.9380 |  3.16e-04
   1950 | -4.931187e-03 |  0.9773 |       0 |     6.9381 |  3.04e-04
   1975 | -4.931225e-03 |  0.9773 |       0 |     6.9382 |  2.92e-04
   2000 | -4.931219e-03 |  0.9773 |       0 |     6.9383 |  2.80e-04
   2025 | -4.931222e-03 |  0.9773 |       0 |     6.9384 |  2.69e-04
   2050 | -4.931230e-03 |  0.9773 |       0 |     6.9385 |  2.57e-04
   2075 | -4.931219e-03 |  0.9773 |       0 |     6.9386 |  2.46e-04
   2100 | -4.931199e-03 |  0.9773 |       0 |     6.9387 |  2.35e-04
   2125 | -4.931209e-03 |  0.9773 |       0 |     6.9388 |  2.25e-04
   2150 | -4.931225e-03 |  0.9773 |       0 |     6.9388 |  2.14e-04
   2175 | -4.931224e-03 |  0.9773 |       0 |     6.9389 |  2.04e-04
   2200 | -4.931241e-03 |  0.9773 |       0 |     6.9390 |  1.93e-04
   2225 | -4.931229e-03 |  0.9773 |       0 |     6.9390 |  1.84e-04
   2250 | -4.931254e-03 |  0.9773 |       0 |     6.9391 |  1.74e-04
   2275 | -4.931280e-03 |  0.9773 |       0 |     6.9392 |  1.64e-04
   2300 | -4.931246e-03 |  0.9773 |       0 |     6.9392 |  1.55e-04
   2325 | -4.931287e-03 |  0.9773 |       0 |     6.9393 |  1.46e-04
   2350 | -4.931257e-03 |  0.9773 |       0 |     6.9393 |  1.37e-04
   2375 | -4.931244e-03 |  0.9773 |       0 |     6.9394 |  1.29e-04
   2400 | -4.931272e-03 |  0.9773 |       0 |     6.9394 |  1.20e-04
   2425 | -4.931240e-03 |  0.9773 |       0 |     6.9394 |  1.12e-04
   2450 | -4.931305e-03 |  0.9773 |       0 |     6.9395 |  1.05e-04
   2475 | -4.931267e-03 |  0.9773 |       0 |     6.9395 |  9.71e-05
   2500 | -4.931265e-03 |  0.9773 |       0 |     6.9395 |  8.99e-05
   2525 | -4.931283e-03 |  0.9773 |       0 |     6.9396 |  8.29e-05
   2550 | -4.931320e-03 |  0.9773 |       0 |     6.9396 |  7.63e-05
   2575 | -4.931271e-03 |  0.9773 |       0 |     6.9396 |  7.00e-05
   2600 | -4.931279e-03 |  0.9773 |       0 |     6.9397 |  6.40e-05
   2625 | -4.931282e-03 |  0.9773 |       0 |     6.9397 |  5.82e-05
   2650 | -4.931278e-03 |  0.9773 |       0 |     6.9397 |  5.28e-05
   2675 | -4.931286e-03 |  0.9773 |       0 |     6.9397 |  4.77e-05
   2700 | -4.931290e-03 |  0.9773 |       0 |     6.9397 |  4.29e-05
   2725 | -4.931313e-03 |  0.9773 |       0 |     6.9398 |  3.84e-05
   2750 | -4.931280e-03 |  0.9772 |       0 |     6.9398 |  3.42e-05
   2775 | -4.931292e-03 |  0.9772 |       0 |     6.9398 |  3.04e-05
   2800 | -4.931265e-03 |  0.9772 |       0 |     6.9398 |  2.69e-05
   2825 | -4.931288e-03 |  0.9772 |       0 |     6.9398 |  2.37e-05
   2850 | -4.931277e-03 |  0.9772 |       0 |     6.9398 |  2.08e-05
   2875 | -4.931270e-03 |  0.9772 |       0 |     6.9398 |  1.83e-05
   2900 | -4.931286e-03 |  0.9772 |       0 |     6.9399 |  1.61e-05
   2925 | -4.931271e-03 |  0.9772 |       0 |     6.9399 |  1.42e-05
   2950 | -4.931272e-03 |  0.9772 |       0 |     6.9399 |  1.27e-05
   2975 | -4.931267e-03 |  0.9772 |       0 |     6.9399 |  1.15e-05
   3000 | -4.931265e-03 |  0.9772 |       0 |     6.9399 |  1.07e-05

  ======================================================================
  ✅ CARTILAGE (barrier_coef=100.0) COMPLETE
  Best loss: -4.931339e-03 (epoch 2566)
  Tip: 6.9396 mm (expected: 8.0932 mm)  Err: 14.25%
  n_inverted: final=0, max_during_training=0
  Training time: 116.5s (1.9min)
  ======================================================================

